1649032980,200,600,0,0,2599,2679,464,2442,2386,889,400
,400
1649032981.000001,200,600,0,0,2888,2256,509,2145,2589,921,400
1649032981.000002,200,600,0,0,3105,1911,808,1904,2741,1130,400
1649032981.000003,200,600,0,0,3248,1564,836,1660,2841,1150,400
1649032981.000004,200,600,0,0,3310,1237,1102,1431,2885,1336,400
1649032981.000005,200,600,0,0,3261,864,1704,1169,2850,1759,400
1649032981.000006,200,600,0,0,3127,653,1872,1022,2757,1876,400
1649032981.000007,200,600,0,0,2920,517,2229,926,2611,2127,400
1649032981.000008,200,600,0,0,2650,462,2544,888,2422,2348,400
1649032981.000009,200,600,0,0,2224,521,2912,929,2123,2606,400
1649032981.000010,200,600,0,0,1877,660,3129,1026,1880,2758,400
1649032981.000011,200,600,0,0,1621,873,3260,1176,1700,2850,400
1649032981.000012,200,600,0,0,1107,1249,3310,1439,1340,2885,400
1649032981.000013,200,600,0,0,841,1578,3246,1670,1153,2840,400
1649032981.000014,200,600,0,0,637,1924,3103,1913,1010,2740,400
1649032981.000015,200,600,0,0,507,2269,2896,2155,919,2595,400
1649032981.000016,200,600,0,0,464,2690,2515,2450,889,2327,400
1649032981.000017,200,600,0,0,530,2953,2186,2634,935,2096,400
1649032981.000018,200,600,0,0,677,3150,1838,2772,1039,1853,400
1649032981.000019,200,600,0,0,897,3273,1494,2859,1193,1611,400
1649032981.000020,200,600,0,0,1279,3306,1067,2882,1461,1312,400
1649032981.000021,200,600,0,0,1700,3233,807,2831,1755,1130,400
1649032981.000022,200,600,0,0,1958,3080,623,2723,1937,1000,400
1649032981.000023,200,600,0,0,2411,2765,475,2503,2254,897,400
1649032981.000024,200,600,0,0,2717,2466,467,2293,2469,891,400
1649032981.000025,200,600,0,0,2973,2133,546,2060,2649,947,400
1649032981.000026,200,600,0,0,3165,1786,703,1816,2783,1057,400
1649032981.000027,200,600,0,0,3300,1334,1014,1499,2878,1275,400
1649032981.000028,200,600,0,0,3303,1031,1314,1287,2880,1485,400
1649032981.000029,200,600,0,0,3222,780,1649,1111,2823,1720,400
1649032981.000030,200,600,0,0,2991,550,2112,949,2661,2045,400
1649032981.000031,200,600,0,0,2739,469,2447,892,2484,2280,400
1649032981.000032,200,600,0,0,2436,473,2745,896,2272,2489,400
1649032981.000033,200,600,0,0,2101,561,2995,957,2037,2664,400
1649032981.000034,200,600,0,0,1637,801,3230,1125,1711,2828,400
1649032981.000035,200,600,0,0,1304,1059,3305,1306,1478,2881,400
1649032981.000036,200,600,0,0,1005,1364,3298,1520,1269,2876,400
1649032981.000037,200,600,0,0,760,1701,3201,1757,1096,2808,400
1649032981.000038,200,600,0,0,539,2166,2958,2083,941,2638,400
1649032981.000039,200,600,0,0,466,2495,2711,2313,890,2464,400
1649032981.000040,200,600,0,0,478,2791,2389,2521,899,2239,400
1649032981.000041,200,600,0,0,574,3031,2059,2689,966,2008,400
1649032981.000042,200,600,0,0,823,3244,1587,2838,1140,1677,400
1649032981.000043,200,600,0,0,1085,3309,1269,2884,1324,1453,400
