1649034060,200,600,0,0,811,1623,3243,1702,1132,2838,400
400
1649034061.000001,200,600,0,0,567,2087,3020,2027,961,2682,400
1649034061.000002,200,600,0,0,475,2422,2773,2262,897,2508,400
1649034061.000003,200,600,0,0,467,2727,2475,2476,891,2299,400
1649034061.000004,200,600,0,0,589,3052,2026,2704,976,1985,400
1649034061.000005,200,600,0,0,771,3217,1675,2820,1104,1738,400
1649034061.000006,200,600,0,0,1019,3302,1331,2879,1278,1497,400
1649034061.000007,200,600,0,0,1320,3301,1030,2879,1489,1286,400
1649034061.000008,200,600,0,0,1770,3171,711,2787,1805,1062,400
1649034061.000009,200,600,0,0,2118,2983,560,2656,2049,956,400
1649034061.000010,200,600,0,0,2453,2730,470,2478,2283,893,400
1649034061.000011,200,600,0,0,2753,2425,472,2264,2494,895,400
1649034061.000012,200,600,0,0,3071,1974,609,1948,2717,991,400
1649034061.000013,200,600,0,0,3228,1625,806,1703,2827,1128,400
1649034061.000014,200,600,0,0,3305,1293,1061,1470,2881,1308,400
1649034061.000015,200,600,0,0,3276,908,1468,1200,2861,1593,400
1649034061.000016,200,600,0,0,3157,685,1809,1044,2777,1832,400
1649034061.000017,200,600,0,0,2962,535,2157,939,2641,2076,400
1649034061.000018,200,600,0,0,2703,466,2496,890,2459,2314,400
1649034061.000019,200,600,0,0,1370,1000,3296,1265,1524,2875,400
1649034061.000020,200,600,0,0,971,1406,3299,1550,1244,2877,400
1649034061.000021,200,600,0,0,644,1747,3186,1789,1015,2798,400
1649034061.000022,200,600,0,0,564,2094,3004,2032,959,2670,400
1649034061.000023,200,600,0,0,463,2535,2671,2342,888,2437,400
1649034061.000024,200,600,0,0,486,2824,2358,2544,904,2217,400
1649034061.000025,200,600,0,0,592,3056,2015,2707,979,1976,400
1649034061.000026,200,600,0,0,853,3255,1544,2846,1162,1646,400
1649034061.000027,200,600,0,0,1122,3311,1229,2886,1351,1425,400
1649034061.000028,200,600,0,0,1526,3282,933,2865,1634,1218,400
1649034061.000029,200,600,0,0,1895,3113,644,2746,1893,1015,400
1649034061.000030,200,600,0,0,2152,2900,513,2597,2073,923,400
1649034061.000031,200,600,0,0,2565,2626,461,2405,2363,888,400
1649034061.000032,200,600,0,0,2849,2307,494,2182,2562,910,400
1649034061.000033,200,600,0,0,3136,1848,669,1860,2763,1033,400
1649034061.000034,200,600,0,0,3265,1503,877,1618,2853,1178,400
1649034061.000035,200,600,0,0,3312,1180,1155,1391,2886,1374,400
1649034061.000036,200,600,0,0,3274,901,1474,1195,2859,1597,400
1649034061.000037,200,600,0,0,3095,623,1934,1000,2734,1920,400
1649034061.000038,200,600,0,0,2876,499,2279,914,2580,2161,400
1649034061.000039,200,600,0,0,2597,461,2610,888,2385,2394,400
1649034061.000040,200,600,0,0,2073,540,2965,942,2017,2643,400
1649034061.000041,200,600,0,0,1815,693,3150,1050,1836,2772,400
1649034061.000042,200,600,0,0,1471,919,3278,1208,1595,2862,400
1649034061.000043,200,600,0,0,1153,1202,3312,1407,1372,2886,400
1649034061.000044,200,600,0,0,799,1639,3226,1713,1124,2826,400
1649034061.000045,200,600,0,0,608,1987,3069,1957,990,2716,400
1649034061.000046,200,600,0,0,493,2330,2848,2197,909,2561,400
1649034061.000047,200,600,0,0,461,2646,2566,2419,888,2363,400
