1649035080,200,600,0,0,2996,553,2104,952,2665,2039,400
400
1649035081.000001,200,600,0,0,2746,471,2439,894,2489,2274,400
1649035081.000002,200,600,0,0,2246,491,2839,908,2139,2555,400
1649035081.000003,200,600,0,0,1994,604,3058,987,1962,2708,400
1649035081.000004,200,600,0,0,1646,795,3227,1121,1718,2826,400
1649035081.000005,200,600,0,0,1312,1050,3307,1300,1483,2882,400
1649035081.000006,200,600,0,0,923,1465,3279,1591,1211,2863,400
1649035081.000007,200,600,0,0,697,1810,3157,1833,1052,2777,400
1649035081.000008,200,600,0,0,542,2156,2975,2075,943,2650,400
1649035081.000009,200,600,0,0,461,2592,2618,2381,888,2399,400
1649035081.000010,200,600,0,0,499,2872,2298,2577,913,2175,400
1649035081.000011,200,600,0,0,620,3091,1944,2731,998,1927,400
1649035081.000012,200,600,0,0,728,3241,1607,2836,1074,1691,400
1649035081.000013,200,600,0,0,1176,3312,1162,2886,1388,1379,400
1649035081.000014,200,600,0,0,1497,3268,887,2855,1613,1186,400
1649035081.000015,200,600,0,0,1842,3139,683,2765,1855,1042,400
1649035081.000016,200,600,0,0,2189,2935,537,2622,2098,940,400
1649035081.000017,200,600,0,0,2620,2570,461,2366,2401,888,400
1649035081.000018,200,600,0,0,2895,2246,512,2138,2594,922,400
1649035081.000019,200,600,0,0,3109,1900,642,1896,2744,1014,400
1649035081.000020,200,600,0,0,3251,1554,839,1653,2843,1152,400
1649035081.000021,200,600,0,0,3311,1127,1207,1354,2886,1410,400
1649035081.000022,200,600,0,0,3258,856,1535,1164,2848,1640,400
1649035081.000023,200,600,0,0,3123,649,2062,1019,2753,2009,400
1649035081.000024,200,600,0,0,2829,486,2338,904,2548,2203,400
1649035081.000025,200,600,0,0,2542,462,2661,888,2346,2430,400
1649035081.000026,200,600,0,0,2215,522,2929,929,2117,2618,400
1649035081.000027,200,600,0,0,1868,665,3303,1030,1874,2880,400
1649035081.000028,200,600,0,0,1412,966,3288,1241,1553,2869,400
1649035081.000029,200,600,0,0,1100,1258,3307,1446,1335,2883,400
1649035081.000030,200,600,0,0,835,1588,3254,1677,1149,2846,400
1649035081.000031,200,600,0,0,581,2050,3045,2001,971,2699,400
1649035081.000032,200,600,0,0,481,2389,2789,2239,901,2520,400
1649035081.000033,200,600,0,0,464,2697,2507,2455,889,2322,400
1649035081.000034,200,600,0,0,533,2958,2166,2638,937,2082,400
1649035081.000035,200,600,0,0,749,3202,1535,2809,1089,1640,400
1649035081.000036,200,600,0,0,902,3296,1364,2875,1196,1520,400
